"id";"nombre";"descripcion";"precio";"categoria";"imagen";"url_producto";"imagen_incrustada"
"p144";"LAVAPLATOS LIQUIDO PLAZAS BAJA ESPUMA 800ML";"";"5.35";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004325un.jpg";"https://vallearriba.elplazas.com/plz-30004325un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004325un.jpg", 1)"
"p145";"DESINFECTANTE PLAZAS BEBE 1L";"";"4.00";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004689un.jpg";"https://vallearriba.elplazas.com/plz-30004689un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004689un.jpg", 1)"
"p146";"DESINFECTANTE PLAZAS CEREZA 1L";"";"4.00";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004690un.jpg";"https://vallearriba.elplazas.com/plz-30004690un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004690un.jpg", 1)"
"p147";"LAVAPLATOS EN CREMA SUPREMO 3X PODER 450G";"";"4.67";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30003873un.jpg";"https://vallearriba.elplazas.com/plz-30003873un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30003873un.jpg", 1)"
"p148";"LAVAPLATOS LIQUIDO SUPREMO LIMON 400ML";"";"4.54";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004216un.jpg";"https://vallearriba.elplazas.com/plz-30004216un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004216un.jpg", 1)"
"p149";"LIMPIADOR ANTIBACTERIAL FRAGANCIA LAVANDA FULLER 1L";"";"3.31";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/6/26000170un_2.jpg";"https://vallearriba.elplazas.com/limpiador-antibacterial-lavanda-fuller-1ltr.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/6/26000170un_2.jpg", 1)"
"p150";"SUAVIZANTE DOWNY INTENSE EXOTICO 1,4L";"";"11.11";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004730un.jpg";"https://vallearriba.elplazas.com/plz-30004730un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004730un.jpg", 1)"
"p152";"BOLSAS GRANCO PARA BASURA EXTRA RESISTENTES 60L X 6UN";"";"2.42";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004410un.jpg";"https://vallearriba.elplazas.com/plz-30004410un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004410un.jpg", 1)"
"p153";"INSECTICIDA RAID MAX CUCARACHAS Y CHIRIPAS SIN OLOR 360CC";"";"10.85";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004230un_1.jpg";"https://vallearriba.elplazas.com/plz-30004230un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004230un_1.jpg", 1)"
"p154";"BACTERICIDA BONCLOR LARGA DURACION ROSA 1L";"";"3.50";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004635un.jpg";"https://vallearriba.elplazas.com/plz-30004635un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004635un.jpg", 1)"
"p155";"PERLAS AROMTICAS DOWNY FRESH 141G";"";"11.79";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004723un.jpg";"https://vallearriba.elplazas.com/plz-30004723un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004723un.jpg", 1)"
"p156";"BOLSA SAMANTA PLAST 60 LT X6U X25P";"";"2.66";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/6/26000910un_2.jpg";"https://vallearriba.elplazas.com/bolsas-plasticas-60lts-samanta-6-unidades.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/6/26000910un_2.jpg", 1)"
"p157";"ALMOHADILLA FREGADORA LIMPIA SOL";"";"1.68";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30002710un_3.jpg";"https://vallearriba.elplazas.com/almohadilla-fregadora-limpia-sol.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30002710un_3.jpg", 1)"
"p158";"DETERG POLVO ARIEL PODER Y CUIDAD BIO4KG";"";"26.69";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004727un.jpg";"https://vallearriba.elplazas.com/plz-30004727un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004727un.jpg", 1)"
"p159";"HIELO EN BOLSA GRANDE POISO";"";"2.15";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10005955un.jpg";"https://vallearriba.elplazas.com/plz-10005955un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10005955un.jpg", 1)"
"p160";"CERVEZA CARDENAL LATA 250ML";"";"1.07";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44004445un.jpg";"https://vallearriba.elplazas.com/plz-44004445un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44004445un.jpg", 1)"
"p161";"CERVEZA CARDENAL ULTRA LATA 250ML";"";"1.07";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44004454un.jpg";"https://vallearriba.elplazas.com/plz-44004454un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44004454un.jpg", 1)"
"p162";"SAMBUCA SICILIANA 0,70L";"";"18.76";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44000090un.jpg";"https://vallearriba.elplazas.com/plz-44000090un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44000090un.jpg", 1)"
"p163";"CERVEZA POLAR LIGHT EN BOLETTA NO RETORNABLE DE 355ML";"";"1.33";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44001335un_2.jpg";"https://vallearriba.elplazas.com/cerveza-polar-light-no-retornable-355ml.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44001335un_2.jpg", 1)"
"p164";"VODKA GORDONS MANDARINA 0,70L";"";"11.96";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44002952un.jpg";"https://vallearriba.elplazas.com/plz-44002952un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44002952un.jpg", 1)"
"p165";"VINO ROOT1 CABERNET SAUVIGNON 2022 0,75L";"";"18.15";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44004335un.jpg";"https://vallearriba.elplazas.com/plz-44004335un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44004335un.jpg", 1)"
"p166";"VINO ROOT 1 CARMENERE 2022 0,75 L";"";"18.15";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44004333un.jpg";"https://vallearriba.elplazas.com/plz-44004333un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44004333un.jpg", 1)"
"p167";"BEBIDA ALCOHOLICA GASIFICADA SAVROSOFF DE LIMON 250ML";"";"2.92";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44004400un.jpg";"https://vallearriba.elplazas.com/plz-44004400un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44004400un.jpg", 1)"
"p168";"VINO CASAS DEL TOQUI ESTATE SAUVIGNON BLANC 0,75L";"";"14.16";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44003023un.jpg";"https://vallearriba.elplazas.com/plz-44003023un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44003023un.jpg", 1)"
"p169";"VINO SINGLE ESTATE CARMENERE 0,75L";"";"14.89";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44003746un.jpg";"https://vallearriba.elplazas.com/plz-44003746un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44003746un.jpg", 1)"
"p170";"VINO ROOT 1 PINOT NOIR 2022 0,75 L";"";"18.15";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44004331un.jpg";"https://vallearriba.elplazas.com/plz-44004331un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44004331un.jpg", 1)"
"p171";"VINO DON AURELIO LA EVOLUC VERDEJO 0,75L";"";"19.34";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44004419un.jpg";"https://vallearriba.elplazas.com/plz-44004419un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44004419un.jpg", 1)"
"p172";"RON CACIQUE 500 NUEVA IMAGEN 0,75L";"";"15.51";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44003750un.jpg";"https://vallearriba.elplazas.com/plz-44003750un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44003750un.jpg", 1)"
"p173";"RON AÑEJO CARUPANO ORO RESERVA 12A 0,75L";"";"18.14";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44000075un.jpg";"https://vallearriba.elplazas.com/plz-44000075un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44000075un.jpg", 1)"
"p174";"VINO SINGLE ESTATE MERLOT 0,75L";"";"14.16";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44003747un.jpg";"https://vallearriba.elplazas.com/plz-44003747un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44003747un.jpg", 1)"
"p175";"WHISKY OLD PARR SILVER 0,75L";"";"32.16";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44004360un.jpg";"https://vallearriba.elplazas.com/plz-44004360un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44004360un.jpg", 1)"
"p176";"VINO ZERO VERDEJO ALCOHOL FREE 0,75L";"";"23.20";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10017056un.jpg";"https://vallearriba.elplazas.com/plz-10017056un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10017056un.jpg", 1)"
"p177";"VINO ZERO TEMPRANILLO ALCOHOL FREE 0,75L";"";"23.20";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10017057un.jpg";"https://vallearriba.elplazas.com/plz-10017057un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10017057un.jpg", 1)"
"p178";"WHISKY WHITE LABEL 0,75L";"";"18.57";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44000258un.jpg";"https://vallearriba.elplazas.com/plz-44000258un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44000258un.jpg", 1)"
"p180";"CERVEZA REGIONAL PILSEN LATA DE 355CC";"";"1.26";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44001063un.jpg";"https://vallearriba.elplazas.com/plz-44001063un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44001063un.jpg", 1)"
"p181";"CERVEZA REGIONAL LIGHT LATA DE 355ML";"";"1.26";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44001068un.jpg";"https://vallearriba.elplazas.com/plz-44001068un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44001068un.jpg", 1)"
"p182";"WHISKY BUCHANANS DE LUXE 0,70 L";"";"49.46";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44001286un.jpg";"https://vallearriba.elplazas.com/whisky-buchanans-de-luxe-0-70l.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44001286un.jpg", 1)"
"p183";"WHISKY BUCHANANS SPECIAL RESERVE 18 AÑOS 0,75L";"";"142.25";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44001311un.jpg";"https://vallearriba.elplazas.com/plz-44001311un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44001311un.jpg", 1)"
"p184";"APERITIVO BARBIERI FERNET 0,700 L";"";"13.54";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44001341un.jpg";"https://vallearriba.elplazas.com/plz-44001341un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44001341un.jpg", 1)"
"p185";"LICOR AMARGO CYNAR 0,75L";"";"32.90";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44001367un.jpg";"https://vallearriba.elplazas.com/plz-44001367un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44001367un.jpg", 1)"
"p186";"WHISKY OLD PARR 12 AÑOS 0,75L";"";"43.56";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44001377un.jpg";"https://vallearriba.elplazas.com/plz-44001377un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44001377un.jpg", 1)"
"p187";"CERVEZA ZULIA BOTELLA NO RETORNABLE DE 250ML";"";"1.32";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44002953un.jpg";"https://vallearriba.elplazas.com/plz-44002953un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44002953un.jpg", 1)"
"p188";"LICOR SECO DE RON CINCO ESTRELLAS 1L";"";"5.89";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44003115un.jpg";"https://vallearriba.elplazas.com/plz-44003115un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44003115un.jpg", 1)"
"p189";"RON GRAN RESERVA NUEVA IMAGEN 1L";"";"14.53";"licores";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44003313un.jpg";"https://vallearriba.elplazas.com/plz-44003313un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/4/44003313un.jpg", 1)"
